REGISTRO_ANCINE,DATA_REGISTRO,RAZAO_SOCIAL,CNPJ,MUNICIPIO,CD_MUNICIPIO_IBGE,UF,CLASSIFICACAO_AGENTE_ECONOMICO
19977,2011-10-26,ASSOCIACAO DO PAÇO DAS ARTES FRANCISCO MATARAZZO SOBRINHO,71.929.889/0001-34,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
22643,2012-10-26,TEIA DOCUMENTA AUDIOVISUAL LTDA,11.929.533/0001-79,SÃO PAULO,3550308.0,SP,Brasileiro independente 
31296,2015-10-26,MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA,22.446.460/0001-80,BELÉM,1501402.0,PA,Brasileiro independente 
31298,2015-10-26,LAMPARINA PRODUÇÃO AUDIOVISUAL LTDA,23.330.027/0001-48,ARACAJU,2800308.0,SE,Brasileiro independente 
34488,2016-10-26,MOVIE MACHINE PRODUÇÕES LTDA,25.175.289/0001-00,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
34494,2016-10-26,MOVIECINE EMPRESA DE CINEMAS LTDA- ME,26.194.106/0001-67,CAXIAS,2103000.0,MA,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
34492,2016-10-26,CHAMPE COMUNICAÇÃO LTDA-ME,18.423.481/0001-03,FEIRA DE SANTANA,2910800.0,BA,Brasileiro independente 
38038,2017-10-26,FLIPERAMA FILMES LTDA - ME,27.891.044/0001-05,FORTALEZA,2304400.0,CE,Brasileiro independente 
38039,2017-10-26,LEONARDO CANESIN 45580694806,28.245.241/0001-10,INDAIATUBA,3520509.0,SP,Brasileiro independente 
38036,2017-10-26,HUDSON ALVES PEREIRA 06000841671,28.575.972/0001-23,UBERLÂNDIA,3170206.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41498,2018-10-26,J H B GOMES PRODUÇÕES,18.899.026/0001-89,SATUBA,2708907.0,AL,Brasileiro independente 
41497,2018-10-26,HERMANAS PRODUÇÕES LTDA-ME,11.646.632/0001-43,SÃO PAULO,3550308.0,SP,Brasileiro independente 
41493,2018-10-26,TRIBUNAL SUPERIOR DO TRABALHO,00.509.968/0001-48,BRASÍLIA,5300108.0,DF,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41490,2018-10-26,FORT MIDIA SHOW- PRODUÇÕES E EVENTOS LTDA-ME,10.792.106/0001-29,VINHEDO,3556701.0,SP,Brasileiro independente 
41495,2018-10-26,TERRAVISTA EDIÇÃO E PRODUÇÃO LTDA,30.697.834/0001-69,FORTALEZA,2304400.0,CE,Brasileiro independente 
47028,2020-10-26,NORTE PRODUTORA DE ARTE LTDA,13.499.161/0001-13,SÃO PAULO,3550308.0,SP,Brasileiro independente 
47027,2020-10-26,OAK3 STUDIO DE PRODUÇÕES CINEMATOGRÁFICAS E ARTES,33.078.103/0001-23,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
47026,2020-10-26,CATALUNYA FILMES EIRELI,23.684.005/0001-86,CURITIBA,4106902.0,PR,Brasileiro independente 
47035,2020-10-26,JUCIMARA COSTA WACHHOLZ 06852502961,35.037.879/0001-20,FLORIANÓPOLIS,4205407.0,SC,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47030,2020-10-26,WARLY DE SOUZA GOMES 02793231312,23.037.264/0001-15,BALSAS,2101400.0,MA,Brasileiro independente 
47031,2020-10-26,TOMAZONI PRODUCOES AUDIOVISUAIS LTDA,37.930.788/0001-45,JOINVILLE,4209102.0,SC,Brasileiro independente 
47038,2020-10-26,O JÚRI E A PERÍCIA TREINAMENTOS LTDA,27.147.609/0001-44,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
49847,2021-10-26,DANIELA PIMENTEL DE SOUZA 03495685618,22.641.081/0001-41,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
49849,2021-10-26,ESPAÇO DE CINEMA SUL LTDA,43.713.936/0001-72,PORTO ALEGRE,4314902.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49851,2021-10-26,MINT MARKETING LTDA,23.647.723/0001-82,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49845,2021-10-26,RODRIGO RIBEIRO PROMOÇÃO DE VENDAS,31.765.372/0001-32,JUNDIAÍ,3525904.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49846,2021-10-26,ATEMPORAL RECORDS PRODUTORA MUSICAL LTDA,42.371.073/0001-30,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49854,2021-10-26,CINE XTREME PAULO AFONSO LTDA,43.574.222/0001-20,PAULO AFONSO,2924009.0,BA,Brasileiro independente 
49856,2021-10-26,AURORA ENTRETENIMENTO LTDA,26.033.708/0001-32,SÃO PAULO,3550308.0,SP,Brasileiro independente 
52253,2022-10-26,PO DE VIDRO PRODUCOES LTDA,33.814.320/0001-34,SÃO PAULO,3550308.0,SP,Brasileiro independente 
52246,2022-10-26,FOSTER ENTERTAINMENT LTDA,42.769.048/0001-09,CRICIÚMA,4204608.0,SC,Brasileiro independente 
52249,2022-10-26,BANANA'S EVENTOS LTDA,07.331.431/0001-80,RIBEIRÃO PRETO,3543402.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
52250,2022-10-26,SSJPDV PATRIMONIAL LTDA,33.980.511/0001-76,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
52248,2022-10-26,KARDAMOMO FILMES LTDA,08.222.765/0001-88,SÃO PAULO,3550308.0,SP,Brasileiro independente 
52247,2022-10-26,SISTEMA DE COMUNICAÇÃO DO TOCANTINS LTDA,26.937.797/0001-41,PALMAS,1721000.0,TO,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
812,2002-11-26,ANIMA FILME PRODUÇÕES LTDA,05.020.324/0001-05,ITUMBIARA,5211503.0,GO,Brasileiro independente 
2802,2004-11-26,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME,07.060.648/0001-00,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
13180,2007-11-26,FUNDAÇÃO ANITA MANTUANO DE ARTES DO ESTADO DO RIO DE JANEIRO,30.874.762/0001-88,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
13179,2007-11-26,SWEN PRODUCOES LTDA,09.160.968/0001-50,SÃO PAULO,3550308.0,SP,Brasileiro independente 
14665,2008-11-26,PAVIRADA FILMES E PRODUÇÕES LTDA,08.847.593/0001-38,BRASÍLIA,5300108.0,DF,Brasileiro independente 
16252,2009-11-26,VITÓRIA PRODUÇÕES DE VÍDEO LTDA - ME,02.264.116/0001-63,CURITIBA,4106902.0,PR,Brasileiro independente 
16248,2009-11-26,T2T COMUNICACAO LTDA,55.068.134/0001-36,SÃO PAULO,3550308.0,SP,Brasileiro independente 
16251,2009-11-26,ESTUDIO ADMONI DESIGN LTDA,10.897.826/0001-59,SÃO PAULO,3550308.0,SP,Brasileiro independente 
16249,2009-11-26,I. K. BARROS & CIA LTDA,07.072.916/0001-04,BELÉM,1501402.0,PA,Brasileiro independente 
18023,2010-11-26,ALUMIA PRODUCAO DE FILMES LTDA,04.178.239/0001-07,RECIFE,2611606.0,PE,Brasileiro independente 
18022,2010-11-26,BASEUM PRODUÇÕES DE IMAGEM LTDA ME,11.578.687/0001-63,SÃO PAULO,3550308.0,SP,Brasileiro independente 
22808,2012-11-26,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,05.249.852/0001-30,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
22811,2012-11-26,PAULO ROBERTO CLEMENTINO FILHO 26970850846,13.340.394/0001-79,BAURU,3506003.0,SP,Brasileiro independente 
25690,2013-11-26,EASY PRODUCOES E EVENTOS EIRELI,10.435.593/0001-72,SANTOS,3548500.0,SP,Brasileiro independente 
25697,2013-11-26,VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP,18.822.538/0001-47,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25692,2013-11-26,MONSTER FILMS PRODUÇÕES AUDIOVISUAIS EIRELI-ME,13.794.627/0001-03,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25696,2013-11-26,CJD SOLUÇÕES EM VÍDEO,18.812.258/0001-58,VIAMÃO,4323002.0,RS,Brasileiro independente 
28275,2014-11-26,ADRICOPETTI FILM SERVICE AUDIOVISUAL LTDA ME.,05.593.219/0001-65,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
28261,2014-11-26,DERICK NABERO BORBA 04557909493,17.557.867/0001-45,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
28272,2014-11-26,WEGROUP PRODUCOES LTDA - EPP,13.570.594/0001-18,NITERÓI,3303302.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
28268,2014-11-26,ON MEDIA PRODUÇÕES LTDA. ME,17.008.386/0001-80,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
28263,2014-11-26,JOÃO PEDRO DE ARAUJO ISQUIERDO & CIA LTDA,20.843.277/0001-93,PELOTAS,4314407.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
31513,2015-11-26,TUBARON TECNOLOGIAS LTDA,07.775.840/0001-75,PANTANO GRANDE,4313953.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41673,2018-11-26,THIAGO PHILLIPE SILVA MELO LOPES 11079873775,28.919.974/0001-92,BELO HORIZONTE,3106200.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41672,2018-11-26,RAFAELLA SUALDINI 48258155881,30.286.588/0001-52,RIO TINTO,2512903.0,PB,Brasileiro independente 
41671,2018-11-26,FERNANDO MILANI MARRERA 02757547070,29.052.163/0001-08,RIO GRANDE,4315602.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44652,2019-11-26,"PERGUNTA FIXAR EDITORA PRODUTORA DE ARTE, EDUCACAO E CULTURA LTDA",13.652.940/0001-07,BRASÍLIA,5300108.0,DF,Brasileiro independente 
44651,2019-11-26,BRUNO HENRIQUE PEVERALLI SILVESTRE SILVA 37945968899,28.406.330/0001-09,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47268,2020-11-26,LEANDRO VALES PEREIRA 10809764776,38.142.664/0001-68,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
47276,2020-11-26,CHARLES JOSÉ DE OLIVEIRA,22.639.896/0001-96,UBERLÂNDIA,3170206.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47275,2020-11-26,NAYMARDORA EQUIPAMENTOS CINEMATOGRÁFICOS EIRELI,10.864.305/0001-03,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
47278,2020-11-26,ANDRESSA FERRI 31069435805,30.971.656/0001-12,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47279,2020-11-26,DOMINO PRODUCOES CINEMATOGRAFICAS LTDA,37.198.591/0001-63,VITÓRIA DA CONQUISTA,2933307.0,BA,Brasileiro independente 
47277,2020-11-26,BEGS COMÉRCIO E SERVIÇOS LTDA,09.586.065/0001-35,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
47280,2020-11-26,PHILLIPE DA SILVA SALES 06649322580,35.582.589/0001-68,SALVADOR,2927408.0,BA,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47274,2020-11-26,NAYMAR BRASIL CINEMATOGRAFICA LTDA,06.234.708/0001-93,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
47266,2020-11-26,ASSOCIAÇÃO PAULISTA DOS AMIGOS DA ARTE,06.196.001/0001-30,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50041,2021-11-26,CONTENT STUD.IO PRODUTORA DE FILMES LTDA EPP,41.250.148/0001-61,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50040,2021-11-26,TW COMUNICACAO LTDA,32.166.740/0001-99,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
50042,2021-11-26,"MULTI ENTRETENIMENTO PRODUCOES, SHOWS E EVENTOS LTDA",21.345.512/0001-60,FORTALEZA,2304400.0,CE,Brasileiro independente 
50043,2021-11-26,CEARA FILMES VSF EIRELI,41.860.711/0001-13,FORTALEZA,2304400.0,CE,Brasileiro independente 
50039,2021-11-26,QUINTO ELEMENTO PRODUÇÕES ARTÍSTICAS LTDA,12.245.709/0001-36,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
169,2002-12-26,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,27.654.722/0001-16,RIO DE JANEIRO,3304557.0,RJ,Brasileiro
5232,2005-12-26,INTRUSOS - PRODUÇÕES ARTÍSTICAS LTDA - ME,05.251.870/0001-57,SÃO PAULO,3550308.0,SP,Brasileiro independente 
5230,2005-12-26,ETNIA PRODUÇÕES CINEMATOGRÁFICAS LTDA,03.287.142/0001-70,GOIÂNIA,5208707.0,GO,Brasileiro independente 
13313,2007-12-26,"COLMEIA CAPACITACAO, CRIACAO E PRODUCAO DE CONTEUDOS LTDA",09.207.407/0001-69,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25864,2013-12-26,MAURICIO DO AMARAL 98427482787,14.146.408/0001-80,PETRÓPOLIS,3303906.0,RJ,Brasileiro independente 
25863,2013-12-26,V2L PRODUÇÕES EIRELI - ME,19.113.605/0001-17,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25862,2013-12-26,JARAGUA PRODUÇÕES E SERVIÇOS LTDA,13.328.225/0001-13,RECIFE,2611606.0,PE,Brasileiro independente 
28578,2014-12-26,BELEM-BRASÍLIA PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA - ME,18.913.837/0001-97,SÃO PAULO,3550308.0,SP,Brasileiro independente 
38482,2017-12-26,QUIPROCÓ FILMES LTDA,19.409.664/0001-37,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41896,2018-12-26,ROBERTO FANTICELLI JUNIOR - ME,12.663.752/0001-11,VITÓRIA,3205309.0,ES,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41889,2018-12-26,MAIÊUTICA PRODUÇÕES E EVENTOS EIRELI,29.962.158/0001-24,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41888,2018-12-26,JEAN PATRICK CANDIA CORREA,31.087.375/0001-64,DOURADOS,5003702.0,MS,Brasileiro independente 
41890,2018-12-26,TRÓPICO DE CAPRICÓRNIO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,30.704.238/0001-69,NITERÓI,3303302.0,RJ,Brasileiro independente 
44865,2019-12-26,GONÇALVES E SILVA PLANEJAMENTO EMPRESARIAL LTDA,10.425.636/0001-39,CAMPINAS,3509502.0,SP,Brasileiro independente 
44864,2019-12-26,WELBERVAN FERREIRA DA SILVA,21.799.023/0001-88,GOIÂNIA,5208707.0,GO,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44863,2019-12-26,ASSOCIAÇÃO CULTURAL TEATRO MUSICAL CEART,10.401.940/0001-46,PAULÍNIA,3536505.0,SP,Brasileiro independente 
44866,2019-12-26,FLY FILMES LTDA,20.811.810/0001-35,CURITIBA,4106902.0,PR,Brasileiro independente 
44868,2019-12-26,MAIK ANDRE FANTIN ME,07.843.288/0001-05,ARTUR NOGUEIRA,3503802.0,SP,Brasileiro independente 
44869,2019-12-26,SWISS PARK PRESTACAO DE SERVICOS LTDA,01.916.961/0001-03,CAMPINAS,3509502.0,SP,Brasileiro independente 
44867,2019-12-26,RICHAHRD TELES DA SILVA,34.852.364/0001-11,OSASCO,3534401.0,SP,Brasileiro independente 
1021,2003-01-27,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME,03.675.713/0001-43,SÃO PAULO,3550308.0,SP,Brasileiro independente 
262,2003-01-27,MALAGUETA CINEMA E VIDEO LTDA,03.048.443/0001-40,SALVADOR,2927408.0,BA,Brasileiro independente 
609,2003-01-27,GEOFILMES PRODUÇÕES AUDIOVISUAIS LTDA,02.597.352/0001-00,FLORIANÓPOLIS,4205407.0,SC,Brasileiro independente 
1019,2003-01-27,SETCOM - SET DE COMUNICAÇÃO LTDA,04.736.316/0001-05,ITAJAÍ,4208203.0,SC,Brasileiro independente 
1790,2004-01-27,ZUCCA PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,02.303.114/0001-36,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
3074,2005-01-27,EMPRESA CINEMATOGRÁFICA ARAUJO LTDA,01.172.224/0001-43,BOTUCATU,3507506.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
3072,2005-01-27,CINEMATOGRÁFICA YUJIMARS LTDA.,07.111.691/0001-40,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
5361,2006-01-27,"INSTITUTO DE DESENVOLVIMENTO SOCIAL E GESTÃO DE PROD. CULTURAL, ARTÍSTICA E AUDIOVISUAL-MARLIN AZUL",03.132.906/0001-58,VITÓRIA,3205309.0,ES,Brasileiro independente 
14900,2009-01-27,ARRUDEIA PRODUCAO CINEMATOGRAFICA EIRELI,07.908.617/0001-59,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
14895,2009-01-27,BDEVACA SERVICOS DE PRODUCAO LTDA,10.470.042/0001-40,BRASÍLIA,5300108.0,DF,Brasileiro independente 
14899,2009-01-27,MD ENTRETENIMENTOS LTDA,01.545.397/0001-60,BRASÍLIA,5300108.0,DF,Brasileiro independente 
18247,2011-01-27,PACO HUBERTS PRODUCOES LTDA,09.387.608/0001-95,MOGI MIRIM,3530805.0,SP,Brasileiro independente 
20741,2012-01-27,AÇAÍ CINEMA E PUBLICIDADE LTDA,14.821.529/0001-80,SÃO PAULO,3550308.0,SP,Brasileiro independente 
26060,2014-01-27,MERUN FILMES LTDA,18.688.160/0001-30,BRASÍLIA,5300108.0,DF,Brasileiro independente 
26065,2014-01-27,VANJA ORICO FILMES EIRELI - EPP,19.332.605/0001-08,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
26063,2014-01-27,40 GRAUS PRODUÇÕES ARTÍSTICAS LTDA,06.281.953/0001-51,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
26062,2014-01-27,PASCOAL & MARINS PRODUCOES CINEMATOGRAFICAS E VIDEOS LTDA,08.659.177/0001-06,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
28798,2015-01-27,RENAN DE OLIVEIRA MATTEI,10.837.859/0001-03,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
31946,2016-01-27,FABIANO FERREIRA LARANJA 08803556702,14.016.336/0001-57,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
31947,2016-01-27,LITTLE DOOR DIGITAL LTDA,23.774.077/0001-14,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
31944,2016-01-27,BRILHO FILMS PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,19.812.075/0001-03,BARUERI,3505708.0,SP,Brasileiro
31945,2016-01-27,CAOLHA FILMES EIRELI - ME,23.856.558/0001-79,GOIÂNIA,5208707.0,GO,Brasileiro independente 
35261,2017-01-27,APEIRON CULTURAL LTDA,26.479.929/0001-39,SÃO PAULO,3550308.0,SP,Brasileiro independente 
35258,2017-01-27,VERAMA FILMES LTDA,26.442.587/0001-82,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
44985,2020-01-27,BICICLETA BRANCA CRIAÇÕES E PRODUÇÕES LTDA,32.216.407/0001-47,SÃO PAULO,3550308.0,SP,Brasileiro independente 
45005,2020-01-27,SYLVIA PESSOA DE ALMEIDA,26.047.245/0001-68,NITERÓI,3303302.0,RJ,Brasileiro independente 
47616,2021-01-27,UN1DADE AUDIOVISUAL LTDA,18.049.929/0001-70,BRASÍLIA,5300108.0,DF,Brasileiro independente 
47614,2021-01-27,K9 PRODUÇÕES DE VIDEOS EIRELI-ME,07.890.184/0001-51,CARUARU,2604106.0,PE,Brasileiro independente 
47617,2021-01-27,LAÍS CATALANO ARANHA 34947468858,17.381.372/0001-08,SÃO PAULO,3550308.0,SP,Brasileiro independente 
47620,2021-01-27,R 87 VIDEO PRO LTDA,29.980.366/0001-56,SÃO JOSÉ DO RIO PRETO,3549805.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
47615,2021-01-27,SABRINA TEDESCHI 37458664878,26.329.969/0001-02,PRESIDENTE PRUDENTE,3541406.0,SP,Brasileiro independente 
50375,2022-01-27,DURVA LTDA,44.416.427/0001-40,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50373,2022-01-27,ORUM PRODUÇÕES E EVENTOS EIRELI,10.619.348/0001-15,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50370,2022-01-27,FLAVIO DOS REIS DOS SANTOS 00813077567,43.417.016/0001-07,MURITIBA,2922300.0,BA,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
50374,2022-01-27,LUCAS FREDERICO BETANCOURT ARIZAGA 02601569069,31.610.830/0001-64,SANT'ANA DO LIVRAMENTO,4317103.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
50372,2022-01-27,MARIA ANGELICA PRODUCOES EIRELI,13.831.852/0001-72,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
50371,2022-01-27,LUCCA MATTOS MELO 12367120641,44.973.417/0001-06,BELO HORIZONTE,3106200.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
50368,2022-01-27,TIAGO HENRIQUE TRINDADE DE MORAES 28988333802,33.682.718/0001-64,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50378,2022-01-27,BRENNER CASSIO DE JESUS SILVA 42153715890,44.963.472/0001-15,TABOÃO DA SERRA,3552809.0,SP,Brasileiro independente 
50367,2022-01-27,PAGU PRODUÇÕES CULTURAIS LTDA,12.520.460/0001-20,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
50376,2022-01-27,BEIRA-MAR PRODUÇÕES LTDA,29.132.039/0001-44,SÃO PAULO,3550308.0,SP,Brasileiro independente 
50377,2022-01-27,ELAINE CRISTINA MOREIRA DA SILVA 09078624701,31.728.768/0001-00,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
52722,2023-01-27,32.452.912 HEBE ARAJUIARA VETTER CARDOSO,32.452.912/0001-90,CAMPO BOM,4303905.0,RS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
52721,2023-01-27,GUSTAVO MOREIRA ARRAIS NETO,05.915.351/0001-46,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
52720,2023-01-27,NEEBLA PRODUCOES ARTISTICAS LTDA,23.936.929/0001-22,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
52719,2023-01-27,PHONO FILMES E FOTOS LTDA,42.289.232/0001-51,SÃO PAULO,3550308.0,SP,Brasileiro independente 
1086,2003-02-27,ANDREA MAGALHÃES GLORIA EIRELI - ME,26.480.434/0001-20,BRASÍLIA,5300108.0,DF,Brasileiro independente 
561,2003-02-27,DK-PRODUÇÕES LTDA ME,04.052.454/0001-67,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
1087,2003-02-27,HECO PRODUÇÕES LTDA,00.205.194/0001-61,SÃO PAULO,3550308.0,SP,Brasileiro independente 
1005,2004-02-27,DANIEL SOLÁ SANTIAGO PRODUÇÕES LTDA. ME,00.623.018/0001-40,SÃO PAULO,3550308.0,SP,Brasileiro independente 
20971,2012-02-27,SERGIO ASSIS PRODUÇÕES LTDA,00.815.138/0001-49,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
20956,2012-02-27,FABRICA DE IDEIAS CINEMATICAS LTDA,14.263.150/0001-00,SÃO PAULO,3550308.0,SP,Brasileiro independente 
20975,2012-02-27,VOO AUDIOVISUAL PRODUÇÕES ARTÍSTICAS LTDA - ME,14.949.815/0001-26,IPIAÚ,2913903.0,BA,Brasileiro independente 
20962,2012-02-27,INSPIRAR COMUNICAÇÃO E CULTURA EIRELI,13.650.111/0001-95,SALVADOR,2927408.0,BA,Brasileiro independente 
23336,2013-02-27,OSMOSE FILMES LTDA,16.505.730/0001-84,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
26259,2014-02-27,CONECTCOR TELECOMUNICAÇÕES E PROVEDOR DE INTERNET LTDA,05.462.382/0001-99,DOIS CÓRREGOS,3514106.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
26260,2014-02-27,PROJETO MOVA PRODUCOES CINEMATOGRAFICAS LTDA - ME,13.887.634/0001-50,SÃO PAULO,3550308.0,SP,Brasileiro independente 
26256,2014-02-27,SF PRODUTORA E EDITORA LTDA,19.369.077/0001-61,PAULÍNIA,3536505.0,SP,Brasileiro independente 
29129,2015-02-27,GOYAZ FILMES EIRELI-ME,21.868.012/0001-02,GOIÂNIA,5208707.0,GO,Brasileiro independente 
29127,2015-02-27,VENTANIA PRODUÇÕES AUDIOVISUAIS LTDA,21.681.140/0001-42,VITÓRIA,3205309.0,ES,Brasileiro independente 
29126,2015-02-27,RITA CRISTINA DE ALMEIDA MOURA,11.596.875/0001-14,MARECHAL DEODORO,2704708.0,AL,Brasileiro independente 
38899,2018-02-27,P. MATHIAS PRODUÇÃO DE FILMES,17.304.121/0001-20,CURITIBA,4106902.0,PR,Brasileiro independente 
38917,2018-02-27,QUEIROGA & MEDEIROS LTDA - ME,07.651.720/0001-66,CAICÓ,2402006.0,RN,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
38902,2018-02-27,FORA DE SÉRIE COMUNICAÇÃO E MARKETING LTDA ME,03.100.925/0001-00,FORTALEZA,2304400.0,CE,Brasileiro independente 
38904,2018-02-27,OLISIPO - CINEMA E ARTE LTDA ME,01.336.194/0001-63,FLORIANÓPOLIS,4205407.0,SC,Brasileiro independente 
38905,2018-02-27,SALGA FILMES LTDA,20.273.816/0001-04,ILHABELA,3520400.0,SP,Brasileiro independente 
42355,2019-02-27,VITOR SILVA LANCA 30932854885,23.352.080/0001-40,AVARÉ,3504503.0,SP,Brasileiro independente 
42358,2019-02-27,JUST ENTERTAINMENT & BISUNESS EIRELI,17.922.778/0001-50,BALNEÁRIO CAMBORIÚ,4202008.0,SC,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
42357,2019-02-27,PEDRO C DE M RIBEIRO PRODUCAO AUDIOVISUAL,30.638.585/0001-30,SÃO PAULO,3550308.0,SP,Brasileiro independente 
42360,2019-02-27,JUNIOR APARECIDO FUGI MARTINS 06124376989,21.767.398/0001-66,ARAPONGAS,4101507.0,PR,Brasileiro independente 
42361,2019-02-27,THIAGO GUIMARÃES CAMPELO 02483000320,24.470.902/0001-50,BRASÍLIA,5300108.0,DF,Brasileiro independente 
42356,2019-02-27,DANILO PIMENTEL DE ARAUJO,13.124.017/0001-00,SÃO PAULO,3550308.0,SP,Brasileiro independente 
45204,2020-02-27,BUREAU DE CULTURA E TURISMO LTDA,11.848.554/0001-60,RECIFE,2611606.0,PE,Brasileiro independente 
